area;ciudad;conglomerado;panelm;vivienda;hogar;c01;c02;c03;c04a;c07;c08a;c09;c10;c11;c12;c13;c14;c18;c19;c20a;c21a;estrato;fexp;upm;id_vivienda;id_hogar;periodo
2;50750;901002;049;04;1;3;3;1;1;1;1;3;3;2;3;3;3;3;3;3;3;0521;794,838169056343;050750901002;05075090100204904;050750901002049041;202306
2;50750;901002;049;05;1;3;3;1;1;1;1;2;2;2;2;2;2;3;3;3;3;0521;794,838169056343;050750901002;05075090100204905;050750901002049051;202306
2;50750;901002;049;06;1;2;2;1;1;1;1;3;3;3;3;3;3;3;3;3;3;0521;794,838169056343;050750901002;05075090100204906;050750901002049061;202306
2;50750;901002;049;07;1;2;2;1;1;1;1;2;2;2;2;2;2;3;3;3;3;0521;794,838169056343;050750901002;05075090100204907;050750901002049071;202306
2;50750;901002;049;10;1;2;3;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0521;794,838169056343;050750901002;05075090100204910;050750901002049101;202306
2;50751;900801;035;01;1;3;3;2;2;3;2;3;3;3;3;3;3;3;3;3;3;0521;1498,25860914427;050751900801;05075190080103501;050751900801035011;202306
2;50751;900801;035;02;1;3;2;1;2;2;2;3;3;3;3;3;3;3;2;3;3;0521;1498,25860914427;050751900801;05075190080103502;050751900801035021;202306
2;50751;900801;035;03;1;2;2;1;2;2;2;3;3;3;3;3;3;3;3;3;3;0521;1498,25860914427;050751900801;05075190080103503;050751900801035031;202306
2;50751;900801;035;07;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0521;1498,25860914427;050751900801;05075190080103507;050751900801035071;202306
2;50751;900801;035;09;1;3;3;1;1;2;2;2;2;2;2;2;2;2;2;3;3;0521;1498,25860914427;050751900801;05075190080103509;050751900801035091;202306
1;60150;001304;049;01;1;3;2;1;1;2;2;3;2;3;3;3;3;2;3;3;1;0612;1212,05636934152;060150001304;06015000130404901;060150001304049011;202306
1;60150;001304;049;03;1;3;3;2;3;2;3;2;3;2;3;2;3;1;3;2;1;0612;1212,05636934152;060150001304;06015000130404903;060150001304049031;202306
1;60150;001304;049;04;1;2;2;1;2;3;2;3;3;3;3;3;2;3;3;3;3;0612;1212,05636934152;060150001304;06015000130404904;060150001304049041;202306
1;60150;001304;049;06;1;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;0612;1212,05636934152;060150001304;06015000130404906;060150001304049061;202306
1;60150;001304;049;08;1;2;3;2;2;3;3;3;3;3;3;3;3;2;3;3;3;0612;1212,05636934152;060150001304;06015000130404908;060150001304049081;202306
1;60150;005502;036;01;1;2;2;3;2;2;2;2;2;2;2;2;2;1;2;3;2;0613;390,471358024877;060150005502;06015000550203601;060150005502036011;202306
1;60150;005502;036;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0613;390,471358024877;060150005502;06015000550203602;060150005502036021;202306
1;60150;005502;036;03;1;3;2;1;2;2;2;2;2;2;2;2;2;3;2;2;3;0613;390,471358024877;060150005502;06015000550203603;060150005502036031;202306
1;60150;005502;036;04;1;2;2;2;2;1;2;2;2;2;2;2;2;3;3;3;3;0613;390,471358024877;060150005502;06015000550203604;060150005502036041;202306
1;60150;005502;036;05;1;3;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;0613;390,471358024877;060150005502;06015000550203605;060150005502036051;202306
1;60150;005502;036;06;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0613;390,471358024877;060150005502;06015000550203606;060150005502036061;202306
1;60150;005502;036;07;1;2;2;2;1;2;1;3;3;2;2;2;2;3;3;3;3;0613;390,471358024877;060150005502;06015000550203607;060150005502036071;202306
1;60150;005702;049;01;1;2;2;1;1;1;1;2;2;2;2;2;2;3;2;2;2;0613;334,389130414207;060150005702;06015000570204901;060150005702049011;202306
1;60150;005702;049;02;1;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0613;334,389130414207;060150005702;06015000570204902;060150005702049021;202306
1;60150;005702;049;04;1;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0613;334,389130414207;060150005702;06015000570204904;060150005702049041;202306
1;60150;005702;049;05;1;3;3;1;1;2;2;2;2;2;2;2;2;2;2;3;2;0613;334,389130414207;060150005702;06015000570204905;060150005702049051;202306
1;60150;005702;049;07;1;2;3;1;1;1;1;1;1;1;1;1;2;3;1;2;2;0613;334,389130414207;060150005702;06015000570204907;060150005702049071;202306
1;60150;005702;049;08;1;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;0613;334,389130414207;060150005702;06015000570204908;060150005702049081;202306
1;60150;005702;049;09;1;2;1;2;1;2;2;2;1;2;2;2;2;3;3;3;1;0613;334,389130414207;060150005702;06015000570204909;060150005702049091;202306
1;60150;006701;035;01;1;2;2;1;2;2;1;2;2;3;2;3;2;3;3;3;3;0613;700,688082365841;060150006701;06015000670103501;060150006701035011;202306
1;60150;006701;035;03;1;2;3;1;3;2;2;2;2;3;2;2;2;3;3;3;3;0613;700,688082365841;060150006701;06015000670103503;060150006701035031;202306
1;60150;006701;035;04;1;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;3;0613;700,688082365841;060150006701;06015000670103504;060150006701035041;202306
1;60150;006701;035;05;1;2;3;2;3;3;2;3;3;3;3;3;3;2;3;3;1;0613;700,688082365841;060150006701;06015000670103505;060150006701035051;202306
1;60150;006701;035;06;1;2;2;1;2;3;3;2;2;3;2;2;2;1;3;3;3;0613;700,688082365841;060150006701;06015000670103506;060150006701035061;202306
1;60150;006701;035;07;1;3;1;1;2;2;3;3;3;3;3;3;2;1;3;3;1;0613;700,688082365841;060150006701;06015000670103507;060150006701035071;202306
1;60150;006701;035;08;1;2;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;0613;700,688082365841;060150006701;06015000670103508;060150006701035081;202306
1;60150;007503;042;01;1;3;3;1;1;2;2;2;2;2;1;2;3;3;3;3;3;0613;860,945729376192;060150007503;06015000750304201;060150007503042011;202306
1;60150;007503;042;02;1;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0613;860,945729376192;060150007503;06015000750304202;060150007503042021;202306
1;60150;007503;042;03;1;2;2;1;2;2;2;2;2;2;2;2;2;3;3;2;3;0613;860,945729376192;060150007503;06015000750304203;060150007503042031;202306
1;60150;007503;042;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0613;860,945729376192;060150007503;06015000750304204;060150007503042041;202306
1;60150;007503;042;05;1;1;2;1;1;2;2;2;2;2;2;2;2;3;3;3;3;0613;860,945729376192;060150007503;06015000750304205;060150007503042051;202306
1;60150;007503;042;06;1;3;3;1;1;2;2;2;2;2;2;2;2;3;3;3;3;0613;860,945729376192;060150007503;06015000750304206;060150007503042061;202306
1;60150;007503;042;07;1;2;2;1;1;1;2;1;2;2;2;2;2;3;3;3;3;0613;860,945729376192;060150007503;06015000750304207;060150007503042071;202306
2;60150;900103;035;01;1;3;2;1;2;2;2;3;3;3;3;2;2;3;3;3;3;0623;144,113648259312;060150900103;06015090010303501;060150900103035011;202306
2;60150;900103;035;02;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0623;144,113648259312;060150900103;06015090010303502;060150900103035021;202306
2;60150;900103;035;03;1;2;2;1;1;1;1;2;2;2;2;2;2;3;3;3;3;0623;144,113648259312;060150900103;06015090010303503;060150900103035031;202306
2;60150;900103;035;04;1;2;2;2;2;2;2;3;3;2;2;2;2;3;3;3;3;0623;144,113648259312;060150900103;06015090010303504;060150900103035041;202306
2;60150;900103;035;05;1;3;3;2;3;2;2;2;2;2;2;2;2;1;2;2;2;0623;144,113648259312;060150900103;06015090010303505;060150900103035051;202306
2;60150;900103;035;06;1;3;3;1;1;1;2;2;2;2;2;2;2;3;3;2;3;0623;144,113648259312;060150900103;06015090010303506;060150900103035061;202306
2;60150;900103;035;07;1;2;2;2;3;2;2;2;2;2;2;2;2;3;3;3;3;0623;144,113648259312;060150900103;06015090010303507;060150900103035071;202306
2;60158;000102;036;01;1;2;2;2;2;1;1;3;3;2;2;2;2;3;3;3;2;0623;109,943521002292;060158000102;06015800010203601;060158000102036011;202306
2;60158;000102;036;03;1;2;1;2;1;1;2;3;3;2;2;2;3;3;1;3;2;0623;109,943521002292;060158000102;06015800010203603;060158000102036031;202306
2;60158;000102;036;05;1;3;3;2;2;2;3;3;3;3;3;3;3;2;3;3;3;0623;109,943521002292;060158000102;06015800010203605;060158000102036051;202306
2;60158;000102;036;06;1;3;3;1;2;1;2;3;3;3;3;3;3;2;3;3;1;0623;109,943521002292;060158000102;06015800010203606;060158000102036061;202306
2;60158;000102;036;07;1;2;1;1;2;3;1;2;1;1;1;3;1;2;1;2;1;0623;109,943521002292;060158000102;06015800010203607;060158000102036071;202306
2;60158;000102;036;08;1;2;1;2;2;3;1;3;3;3;3;3;3;3;3;3;3;0623;109,943521002292;060158000102;06015800010203608;060158000102036081;202306
2;60158;000102;036;10;1;3;3;1;1;2;2;3;3;3;3;3;3;3;3;3;3;0623;109,943521002292;060158000102;06015800010203610;060158000102036101;202306
1;60161;000502;042;02;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0611;413,841164670439;060161000502;06016100050204202;060161000502042021;202306
1;60161;000502;042;04;1;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;0611;413,841164670439;060161000502;06016100050204204;060161000502042041;202306
1;60161;000502;042;05;1;3;3;1;1;2;2;2;2;2;1;2;2;3;3;3;3;0611;413,841164670439;060161000502;06016100050204205;060161000502042051;202306
1;60161;000502;042;06;1;2;2;1;1;2;2;2;2;2;2;2;2;3;3;3;3;0611;413,841164670439;060161000502;06016100050204206;060161000502042061;202306
1;60161;000502;042;07;1;2;2;2;3;3;3;3;3;2;2;2;2;2;2;3;2;0611;413,841164670439;060161000502;06016100050204207;060161000502042071;202306
1;60161;000502;042;08;1;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0611;413,841164670439;060161000502;06016100050204208;060161000502042081;202306
1;60161;000502;042;09;1;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;0611;413,841164670439;060161000502;06016100050204209;060161000502042091;202306
1;60250;000801;036;02;1;2;2;1;2;2;2;3;3;3;2;2;2;3;3;3;2;0612;566,838085869864;060250000801;06025000080103602;060250000801036021;202306
1;60250;000801;036;04;1;2;3;2;3;2;2;2;2;2;2;2;2;3;3;3;3;0612;566,838085869864;060250000801;06025000080103604;060250000801036041;202306
1;60250;000801;036;05;1;3;3;3;2;1;2;2;2;2;2;2;2;3;2;2;2;0612;566,838085869864;060250000801;06025000080103605;060250000801036051;202306
1;60250;000801;036;06;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0612;566,838085869864;060250000801;06025000080103606;060250000801036061;202306
1;60250;000801;036;07;1;3;1;2;2;2;2;3;3;3;3;3;3;3;3;3;3;0612;566,838085869864;060250000801;06025000080103607;060250000801036071;202306
1;60250;000801;036;09;1;3;3;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;566,838085869864;060250000801;06025000080103609;060250000801036091;202306
1;60250;000801;036;10;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;566,838085869864;060250000801;06025000080103610;060250000801036101;202306
2;60251;900103;042;01;1;1;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;0621;1293,12506622285;060251900103;06025190010304201;060251900103042011;202306
2;60251;900103;042;02;1;2;2;2;2;2;2;2;2;3;3;2;2;3;2;3;3;0621;1293,12506622285;060251900103;06025190010304202;060251900103042021;202306
2;60251;900103;042;03;1;3;3;3;3;3;3;2;2;3;2;2;2;3;2;2;3;0621;1293,12506622285;060251900103;06025190010304203;060251900103042031;202306
2;60251;900103;042;04;1;1;2;3;3;2;2;2;2;1;3;2;2;3;2;3;3;0621;1293,12506622285;060251900103;06025190010304204;060251900103042041;202306
2;60251;900103;042;05;1;3;2;2;2;3;1;2;2;3;3;3;3;2;2;2;3;0621;1293,12506622285;060251900103;06025190010304205;060251900103042051;202306
2;60251;900103;042;06;1;1;2;3;3;3;3;2;2;3;3;3;3;3;3;3;3;0621;1293,12506622285;060251900103;06025190010304206;060251900103042061;202306
2;60254;900302;049;05;1;3;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0621;881,257829712814;060254900302;06025490030204905;060254900302049051;202306
2;60254;900302;049;09;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0621;881,257829712814;060254900302;06025490030204909;060254900302049091;202306
2;60254;900302;049;10;1;3;3;2;1;2;2;2;2;2;2;2;2;3;2;2;2;0621;881,257829712814;060254900302;06025490030204910;060254900302049101;202306
1;60350;000306;035;01;1;3;3;2;2;1;1;2;2;2;2;2;2;2;3;1;3;0611;818,008009914114;060350000306;06035000030603501;060350000306035011;202306
1;60350;000306;035;02;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0611;818,008009914114;060350000306;06035000030603502;060350000306035021;202306
1;60350;000306;035;03;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;0611;818,008009914114;060350000306;06035000030603503;060350000306035031;202306
1;60350;000306;035;04;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;0611;818,008009914114;060350000306;06035000030603504;060350000306035041;202306
1;60350;000306;035;05;1;2;3;2;1;1;1;2;2;3;2;2;2;3;3;3;3;0611;818,008009914114;060350000306;06035000030603505;060350000306035051;202306
1;60350;000306;035;06;1;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;3;0611;818,008009914114;060350000306;06035000030603506;060350000306035061;202306
1;60350;000306;035;07;1;3;2;2;1;1;2;1;1;1;2;1;2;2;2;2;3;0611;818,008009914114;060350000306;06035000030603507;060350000306035071;202306
1;60350;000307;049;03;1;3;3;3;2;3;3;3;3;3;3;3;3;2;3;3;1;0611;260,386025501933;060350000307;06035000030704903;060350000307049031;202306
1;60350;000307;049;05;1;2;3;2;2;2;2;3;3;3;3;3;3;2;3;3;3;0611;260,386025501933;060350000307;06035000030704905;060350000307049051;202306
1;60350;000307;049;07;1;3;3;1;3;1;1;3;3;3;3;3;3;3;3;3;3;0611;260,386025501933;060350000307;06035000030704907;060350000307049071;202306
1;60350;000307;049;08;1;3;3;1;2;2;2;3;3;3;3;3;3;3;3;3;3;0611;260,386025501933;060350000307;06035000030704908;060350000307049081;202306
2;60352;903201;035;01;1;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;0621;1255,07465728645;060352903201;06035290320103501;060352903201035011;202306
2;60352;903201;035;02;1;3;3;1;2;1;1;2;2;2;2;2;2;3;3;3;3;0621;1255,07465728645;060352903201;06035290320103502;060352903201035021;202306
2;60352;903201;035;03;1;2;2;3;3;1;1;2;2;2;2;2;2;3;1;3;3;0621;1255,07465728645;060352903201;06035290320103503;060352903201035031;202306
2;60352;903201;035;04;1;2;3;1;1;1;1;2;2;2;2;2;2;3;3;3;3;0621;1255,07465728645;060352903201;06035290320103504;060352903201035041;202306
2;60352;903201;035;05;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0621;1255,07465728645;060352903201;06035290320103505;060352903201035051;202306
2;60352;903201;035;06;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;0621;1255,07465728645;060352903201;06035290320103506;060352903201035061;202306
2;60352;903201;035;07;1;2;2;1;1;2;1;2;2;2;2;2;2;3;3;3;3;0621;1255,07465728645;060352903201;06035290320103507;060352903201035071;202306
2;60352;903702;036;01;1;3;3;2;2;2;2;2;3;3;2;3;3;2;3;3;1;0622;585,749740684412;060352903702;06035290370203601;060352903702036011;202306
2;60352;903702;036;02;1;3;3;1;1;2;2;3;3;3;3;3;3;2;3;3;1;0622;585,749740684412;060352903702;06035290370203602;060352903702036021;202306
2;60352;903702;036;03;1;3;3;2;2;2;2;2;2;2;2;2;2;1;3;3;3;0622;585,749740684412;060352903702;06035290370203603;060352903702036031;202306
2;60352;903702;036;04;1;3;3;2;2;2;2;3;3;3;3;3;3;2;3;3;3;0622;585,749740684412;060352903702;06035290370203604;060352903702036041;202306
2;60352;903702;036;05;1;3;3;1;2;1;2;3;3;3;2;3;2;2;3;3;1;0622;585,749740684412;060352903702;06035290370203605;060352903702036051;202306
2;60352;903702;036;06;1;3;3;2;3;3;2;2;2;3;2;2;2;2;3;3;1;0622;585,749740684412;060352903702;06035290370203606;060352903702036061;202306
2;60352;903702;036;07;1;3;2;2;3;3;3;2;2;3;2;3;2;2;3;2;3;0622;585,749740684412;060352903702;06035290370203607;060352903702036071;202306
1;60450;000304;042;02;1;3;3;1;2;1;1;1;2;2;2;2;2;3;3;3;3;0612;495,049412968577;060450000304;06045000030404202;060450000304042021;202306
1;60450;000304;042;03;1;3;3;1;1;1;1;2;2;2;2;2;2;3;3;3;3;0612;495,049412968577;060450000304;06045000030404203;060450000304042031;202306
1;60450;000304;042;04;1;2;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;0612;495,049412968577;060450000304;06045000030404204;060450000304042041;202306
1;60450;000304;042;05;1;2;1;1;1;1;1;2;2;2;2;2;2;3;3;2;3;0612;495,049412968577;060450000304;06045000030404205;060450000304042051;202306
1;60450;000304;042;07;1;2;2;1;1;1;1;2;2;2;2;2;2;3;3;3;3;0612;495,049412968577;060450000304;06045000030404207;060450000304042071;202306
1;60450;000304;042;09;1;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;0612;495,049412968577;060450000304;06045000030404209;060450000304042091;202306
1;60450;000304;042;10;1;2;1;1;2;1;1;3;2;1;2;2;2;2;3;3;3;0612;495,049412968577;060450000304;06045000030404210;060450000304042101;202306
2;60450;901102;042;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;0622;436,105227528468;060450901102;06045090110204201;060450901102042011;202306
2;60450;901102;042;02;1;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0622;436,105227528468;060450901102;06045090110204202;060450901102042021;202306
2;60450;901102;042;03;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;3;0622;436,105227528468;060450901102;06045090110204203;060450901102042031;202306
2;60450;901102;042;04;1;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;0622;436,105227528468;060450901102;06045090110204204;060450901102042041;202306
2;60450;901102;042;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0622;436,105227528468;060450901102;06045090110204205;060450901102042051;202306
2;60450;901102;042;06;1;3;3;1;2;1;2;2;2;2;2;2;2;3;2;1;3;0622;436,105227528468;060450901102;06045090110204206;060450901102042061;202306
2;60450;901102;042;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0622;436,105227528468;060450901102;06045090110204207;060450901102042071;202306
1;60650;000405;036;01;1;3;3;2;2;2;2;1;2;2;3;3;3;3;3;3;3;0611;580,986039508459;060650000405;06065000040503601;060650000405036011;202306
1;60650;000405;036;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0611;580,986039508459;060650000405;06065000040503603;060650000405036031;202306
1;60650;000405;036;04;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;0611;580,986039508459;060650000405;06065000040503604;060650000405036041;202306
1;60650;000405;036;05;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0611;580,986039508459;060650000405;06065000040503605;060650000405036051;202306
1;60650;000405;036;06;1;2;3;1;2;1;1;2;2;2;2;2;2;3;3;3;3;0611;580,986039508459;060650000405;06065000040503606;060650000405036061;202306
1;60650;000405;036;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0611;580,986039508459;060650000405;06065000040503607;060650000405036071;202306
1;60650;000405;036;08;1;3;3;2;3;3;2;2;2;2;2;2;2;2;2;2;2;0611;580,986039508459;060650000405;06065000040503608;060650000405036081;202306
2;60650;900302;036;01;1;3;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;0621;719,250154154631;060650900302;06065090030203601;060650900302036011;202306
2;60650;900302;036;02;1;3;3;2;1;2;2;3;3;3;3;3;3;2;3;3;3;0621;719,250154154631;060650900302;06065090030203602;060650900302036021;202306
2;60650;900302;036;03;1;3;3;1;2;1;2;3;3;3;3;3;3;2;3;3;3;0621;719,250154154631;060650900302;06065090030203603;060650900302036031;202306
2;60650;900302;036;04;1;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;0621;719,250154154631;060650900302;06065090030203604;060650900302036041;202306
2;60650;900302;036;06;1;3;3;1;1;1;2;3;3;3;3;3;3;3;3;3;3;0621;719,250154154631;060650900302;06065090030203606;060650900302036061;202306
2;60650;900302;036;07;1;2;2;2;3;2;2;2;2;3;2;2;2;1;3;2;3;0621;719,250154154631;060650900302;06065090030203607;060650900302036071;202306
2;60650;900302;036;08;1;3;3;2;2;2;3;3;3;3;3;3;3;2;3;3;3;0621;719,250154154631;060650900302;06065090030203608;060650900302036081;202306
1;60750;000305;035;01;1;3;3;1;1;2;2;2;2;2;2;2;2;3;2;2;3;0612;440,032711835237;060750000305;06075000030503501;060750000305035011;202306
1;60750;000305;035;02;1;3;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;440,032711835237;060750000305;06075000030503502;060750000305035021;202306
1;60750;000305;035;03;1;3;3;1;1;1;1;1;2;2;2;2;2;3;3;3;3;0612;440,032711835237;060750000305;06075000030503503;060750000305035031;202306
1;60750;000305;035;04;1;2;2;1;1;2;2;2;2;3;1;2;2;3;3;3;2;0612;440,032711835237;060750000305;06075000030503504;060750000305035041;202306
1;60750;000305;035;05;1;2;2;1;1;2;2;2;2;2;2;2;2;3;3;3;3;0612;440,032711835237;060750000305;06075000030503505;060750000305035051;202306
1;60750;000305;035;06;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;0612;440,032711835237;060750000305;06075000030503506;060750000305035061;202306
1;60750;000305;035;07;1;3;3;1;1;2;2;2;2;2;2;2;2;2;3;3;2;0612;440,032711835237;060750000305;06075000030503507;060750000305035071;202306
2;60750;901201;049;01;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0622;471,063861640725;060750901201;06075090120104901;060750901201049011;202306
2;60750;901201;049;02;1;2;2;2;3;2;2;2;2;2;2;2;2;3;3;3;3;0622;471,063861640725;060750901201;06075090120104902;060750901201049021;202306
2;60750;901201;049;03;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;0622;471,063861640725;060750901201;06075090120104903;060750901201049031;202306
2;60750;901201;049;05;1;2;2;2;1;2;2;2;2;3;3;3;3;2;3;3;3;0622;471,063861640725;060750901201;06075090120104905;060750901201049051;202306
2;60750;901201;049;07;1;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0622;471,063861640725;060750901201;06075090120104907;060750901201049071;202306
2;60750;901201;049;09;1;3;3;3;2;2;2;2;2;2;2;2;2;3;2;2;2;0622;471,063861640725;060750901201;06075090120104909;060750901201049091;202306
2;60754;901502;035;01;1;3;3;1;1;2;2;3;3;3;3;3;3;3;3;3;3;0622;590,551892459189;060754901502;06075490150203501;060754901502035011;202306
2;60754;901502;035;02;1;3;2;2;2;2;2;2;2;3;2;2;2;2;3;3;3;0622;590,551892459189;060754901502;06075490150203502;060754901502035021;202306
2;60754;901502;035;03;1;2;2;1;1;2;2;3;3;3;3;3;3;2;2;3;3;0622;590,551892459189;060754901502;06075490150203503;060754901502035031;202306
2;60754;901502;035;04;1;2;2;2;2;3;2;3;3;3;3;3;3;2;2;3;2;0622;590,551892459189;060754901502;06075490150203504;060754901502035041;202306
2;60754;901502;035;05;1;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;0622;590,551892459189;060754901502;06075490150203505;060754901502035051;202306
2;60754;901502;035;06;1;2;2;1;1;2;2;3;3;3;3;2;2;3;3;3;3;0622;590,551892459189;060754901502;06075490150203506;060754901502035061;202306
2;60754;901502;035;07;1;2;2;1;1;1;1;3;2;3;2;3;3;3;3;3;3;0622;590,551892459189;060754901502;06075490150203507;060754901502035071;202306
2;60950;000104;049;02;1;1;2;2;2;2;2;2;2;2;2;2;2;3;3;1;2;0623;100,737954532572;060950000104;06095000010404902;060950000104049021;202306
2;60950;000104;049;03;1;2;3;1;1;2;2;2;2;2;2;3;3;3;3;3;3;0623;100,737954532572;060950000104;06095000010404903;060950000104049031;202306
2;60950;000104;049;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0623;100,737954532572;060950000104;06095000010404904;060950000104049041;202306
2;60950;000104;049;05;1;3;2;2;1;2;2;2;2;2;2;2;2;3;2;2;2;0623;100,737954532572;060950000104;06095000010404905;060950000104049051;202306
2;60950;000104;049;06;1;2;2;2;2;2;2;3;2;2;2;2;2;2;3;3;3;0623;100,737954532572;060950000104;06095000010404906;060950000104049061;202306
2;60950;000104;049;07;1;1;1;2;2;2;2;2;2;2;2;2;2;3;2;3;3;0623;100,737954532572;060950000104;06095000010404907;060950000104049071;202306
2;60950;000104;049;09;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;0623;100,737954532572;060950000104;06095000010404909;060950000104049091;202306
2;60950;000203;042;01;1;3;2;1;3;2;3;2;3;2;3;2;3;3;3;3;3;0623;121,455988163605;060950000203;06095000020304201;060950000203042011;202306
2;60950;000203;042;02;1;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;0623;121,455988163605;060950000203;06095000020304202;060950000203042021;202306
2;60950;000203;042;03;1;2;3;1;2;2;2;2;3;3;3;3;2;3;3;3;3;0623;121,455988163605;060950000203;06095000020304203;060950000203042031;202306
2;60950;000203;042;04;1;2;3;2;2;2;2;3;2;3;2;3;2;3;2;3;1;0623;121,455988163605;060950000203;06095000020304204;060950000203042041;202306
2;60950;000203;042;05;1;2;2;2;2;2;2;2;2;3;2;2;2;1;3;3;3;0623;121,455988163605;060950000203;06095000020304205;060950000203042051;202306
2;60950;000203;042;06;1;3;3;2;3;3;3;2;2;3;2;2;2;2;3;2;1;0623;121,455988163605;060950000203;06095000020304206;060950000203042061;202306
2;60950;000203;042;07;1;3;3;1;3;2;2;3;3;3;3;3;3;3;3;3;3;0623;121,455988163605;060950000203;06095000020304207;060950000203042071;202306
1;70150;000201;036;01;1;3;2;1;2;2;2;2;2;2;2;2;2;3;3;3;2;2812;145,872889969265;070150000201;07015000020103601;070150000201036011;202306
1;70150;000201;036;02;1;3;2;1;2;2;2;2;2;2;2;2;2;3;3;3;2;2812;145,872889969265;070150000201;07015000020103602;070150000201036021;202306
1;70150;000201;036;03;1;2;2;2;1;2;2;2;2;2;2;2;2;3;3;3;2;2812;145,872889969265;070150000201;07015000020103603;070150000201036031;202306
1;70150;000201;036;04;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;145,872889969265;070150000201;07015000020103604;070150000201036041;202306
1;70150;000201;036;05;1;3;2;1;2;2;2;2;2;2;2;2;2;1;2;3;2;2812;145,872889969265;070150000201;07015000020103605;070150000201036051;202306
1;70150;000201;036;06;1;3;1;1;2;2;2;2;2;2;2;2;2;3;3;3;2;2812;145,872889969265;070150000201;07015000020103606;070150000201036061;202306
1;70150;000201;036;08;1;2;3;1;1;2;2;2;3;3;2;2;2;3;2;2;2;2812;145,872889969265;070150000201;07015000020103608;070150000201036081;202306
1;70150;000301;035;01;1;2;2;1;1;2;2;2;2;2;2;2;2;3;2;3;2;2811;85,948929732686;070150000301;07015000030103501;070150000301035011;202306
1;70150;000301;035;02;1;3;3;1;1;2;2;2;2;2;2;2;2;3;3;3;3;2811;85,948929732686;070150000301;07015000030103502;070150000301035021;202306
1;70150;000301;035;03;1;2;3;1;1;2;2;2;2;2;2;2;2;3;3;3;3;2811;85,948929732686;070150000301;07015000030103503;070150000301035031;202306
